<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.09.14	17:00:00	12110.88	12119.66	12024.04	12024.78	7470	0	100
2022.09.14	17:30:00	12024.91	12145.57	12013.68	12134.67	7047	0	100
2022.09.14	18:00:00	12133.93	12170.75	12107.28	12116.87	6680	0	100
2022.09.14	18:30:00	12116.25	12158.14	12104.16	12128.21	6344	0	100
2022.09.14	19:00:00	12129.45	12143.87	12098.96	12124.02	5980	0	100
2022.09.14	19:30:00	12124.64	12163.44	12111.04	12145.44	5771	0	100
2022.09.14	20:00:00	12145.19	12165.46	12126.07	12136.75	5544	0	100
2022.09.14	20:30:00	12136.50	12142.69	12055.63	12068.21	5957	0	100
2022.09.14	21:00:00	12067.59	12080.58	12038.28	12071.01	6128	0	100
2022.09.14	21:30:00	12070.88	12097.63	12052.79	12057.17	6020	0	100
2022.09.14	22:00:00	12057.91	12087.29	12015.38	12044.34	6245	0	100
2022.09.14	22:30:00	12043.84	12147.99	12013.04	12135.03	6569	0	100
2022.09.14	23:00:00	12136.64	12163.77	12132.54	12162.52	2636	0	100
2022.09.14	23:30:00	12162.64	12169.75	12160.79	12169.10	1647	0	100
2022.09.15	01:00:00	12158.47	12173.35	12153.27	12163.70	1137	0	200
2022.09.15	01:30:00	12162.46	12185.27	12160.11	12177.97	1166	0	200
2022.09.15	02:00:00	12177.84	12178.09	12158.61	12160.22	1025	0	200
2022.09.15	02:30:00	12159.97	12169.84	12157.21	12166.12	1453	0	200
2022.09.15	03:00:00	12165.88	12165.88	12146.31	12152.42	2362	0	200
2022.09.15	03:30:00	12152.17	12162.65	12144.26	12158.22	1798	0	200
2022.09.15	04:00:00	12158.10	12158.35	12130.89	12145.64	2415	0	200
2022.09.15	04:30:00	12145.77	12176.14	12143.41	12175.89	2727	0	200
2022.09.15	05:00:00	12175.77	12177.88	12157.03	12163.72	2150	0	200
2022.09.15	05:30:00	12163.47	12166.82	12149.12	12155.54	1719	0	200
2022.09.15	06:00:00	12155.29	12162.09	12147.86	12157.95	1448	0	200
2022.09.15	06:30:00	12158.07	12160.05	12144.31	12147.66	1493	0	200
2022.09.15	07:00:00	12147.54	12151.14	12141.18	12141.67	1330	0	200
2022.09.15	07:30:00	12141.55	12148.19	12132.47	12141.26	1352	0	200
2022.09.15	08:00:00	12141.38	12142.87	12128.82	12134.76	1709	0	200
2022.09.15	08:30:00	12135.13	12143.74	12124.43	12130.91	1957	0	200
2022.09.15	09:00:00	12131.90	12145.36	12122.52	12144.37	2065	0	200
2022.09.15	09:30:00	12144.24	12144.24	12126.64	12133.53	1557	0	200
2022.09.15	10:00:00	12133.52	12162.09	12128.87	12154.16	2895	0	200
2022.09.15	10:30:00	12154.66	12166.33	12142.68	12161.75	2696	0	200
2022.09.15	11:00:00	12160.39	12170.20	12131.17	12137.51	2878	0	200
2022.09.15	11:30:00	12137.38	12140.73	12121.79	12136.18	2468	0	200
2022.09.15	12:00:00	12136.43	12142.38	12122.93	12134.59	2202	0	200
2022.09.15	12:30:00	12134.96	12154.55	12133.23	12147.42	1979	0	200
2022.09.15	13:00:00	12147.67	12155.49	12140.77	12141.89	1811	0	200
2022.09.15	13:30:00	12141.64	12141.64	12075.29	12097.30	3383	0	200
2022.09.15	14:00:00	12096.56	12134.72	12094.72	12134.35	2497	0	200
2022.09.15	14:30:00	12134.13	12134.87	12087.90	12097.32	2709	0	200
2022.09.15	15:00:00	12096.83	12099.30	12066.82	12077.38	3556	0	200
2022.09.15	15:30:00	12076.88	12121.67	12061.15	12100.35	5352	0	100
2022.09.15	16:00:00	12100.72	12104.07	12045.44	12050.58	4894	0	200
2022.09.15	16:30:00	12050.84	12139.74	12030.83	12124.32	7711	0	100
2022.09.15	17:00:00	12123.95	12152.67	12030.25	12034.72	7113	0	100
2022.09.15	17:30:00	12034.22	12056.74	11935.22	11937.49	6953	0	100
2022.09.15	18:00:00	11937.12	11984.09	11912.55	11972.73	6670	0	100
2022.09.15	18:30:00	11972.85	11995.04	11926.00	11948.71	6323	0	100
2022.09.15	19:00:00	11948.96	11964.20	11923.85	11938.22	6162	0	100
2022.09.15	19:30:00	11937.23	11996.09	11936.99	11995.34	5620	0	100
2022.09.15	20:00:00	11995.59	12074.22	11995.34	12055.72	6192	0	100
2022.09.15	20:30:00	12055.48	12058.97	11999.38	12016.13	5585	0	100
2022.09.15	21:00:00	12016.87	12017.61	11956.25	11981.23	5864	0	100
2022.09.15	21:30:00	11981.48	11999.33	11938.47	11949.29	5867	0	100
2022.09.15	22:00:00	11949.91	11956.98	11865.42	11874.81	6249	0	100
2022.09.15	22:30:00	11874.32	11955.62	11867.87	11931.47	6566	0	100
2022.09.15	23:00:00	11930.35	11962.07	11930.35	11939.91	2868	0	100
2022.09.15	23:30:00	11940.16	11940.90	11881.88	11898.10	2744	0	100
2022.09.16	01:00:00	11879.96	11881.07	11818.61	11843.91	2379	0	200
2022.09.16	01:30:00	11844.04	11859.18	11839.59	11857.82	1482	0	200
2022.09.16	02:00:00	11857.32	11859.06	11831.85	11833.83	1434	0	200
2022.09.16	02:30:00	11833.96	11848.36	11832.22	11841.78	1585	0	200
2022.09.16	03:00:00	11841.66	11861.11	11838.02	11854.18	2519	0	200
2022.09.16	03:30:00	11854.05	11859.91	11831.86	11833.81	2034	0	200
2022.09.16	04:00:00	11833.94	11844.94	11829.83	11840.14	2419	0	200
2022.09.16	04:30:00	11840.51	11850.43	11833.71	11837.56	2493	0	100
2022.09.16	05:00:00	11837.68	11846.86	11835.11	11835.48	2206	0	200
2022.09.16	05:30:00	11835.61	11842.52	11832.77	11840.16	1723	0	200
2022.09.16	06:00:00	11840.04	11841.62	11830.92	11834.39	1524	0	200
2022.09.16	06:30:00	11834.52	11838.74	11827.31	11829.34	1483	0	200
2022.09.16	07:00:00	11829.09	11833.31	11820.93	11822.06	1226	0	200
2022.09.16	07:30:00	11822.30	11831.65	11822.30	11831.07	1167	0	200
2022.09.16	08:00:00	11830.95	11837.71	11827.30	11836.72	1722	0	200
2022.09.16	08:30:00	11836.97	11837.10	11819.16	11819.93	1647	0	200
2022.09.16	09:00:00	11819.68	11835.43	11810.33	11818.91	3012	0	200
2022.09.16	09:30:00	11819.41	11824.46	11802.53	11809.98	2818	0	200
2022.09.16	10:00:00	11811.09	11828.22	11807.39	11820.00	3621	0	200
2022.09.16	10:30:00	11819.76	11826.66	11804.13	11819.44	3214	0	200
2022.09.16	11:00:00	11820.06	11825.56	11787.84	11791.93	2964	0	200
2022.09.16	11:30:00	11792.18	11795.56	11778.12	11793.10	2548	0	200
2022.09.16	12:00:00	11793.22	11807.45	11791.24	11796.03	2656	0	200
2022.09.16	12:30:00	11795.66	11809.21	11785.76	11791.54	2722	0	200
2022.09.16	13:00:00	11791.66	11804.63	11783.03	11802.35	2598	0	200
2022.09.16	13:30:00	11802.23	11843.79	11800.50	11839.82	2659	0	200
2022.09.16	14:00:00	11839.33	11839.33	11803.14	11817.61	2758	0	200
2022.09.16	14:30:00	11817.36	11832.25	11804.47	11820.67	2736	0	200
2022.09.16	15:00:00	11820.54	11822.40	11788.33	11793.17	3467	0	200
2022.09.16	15:30:00	11792.05	11801.56	11761.08	11764.82	4052	0	200
2022.09.16	16:00:00	11765.07	11796.64	11752.51	11794.53	4971	0	200
2022.09.16	16:30:00	11793.30	11797.88	11710.24	11720.05	7527	0	100
2022.09.16	17:00:00	11719.68	11813.04	11719.68	11776.21	7532	0	100
2022.09.16	17:30:00	11775.34	11842.73	11743.53	11744.27	7013	0	100
2022.09.16	18:00:00	11744.52	11786.10	11734.05	11746.54	6632	0	100
2022.09.16	18:30:00	11745.42	11794.54	11723.66	11788.69	6644	0	100
2022.09.16	19:00:00	11788.20	11792.66	11707.91	11718.98	6096	0	100
2022.09.16	19:30:00	11719.35	11773.65	11715.63	11770.93	5647	0	100
2022.09.16	20:00:00	11770.44	11780.05	11735.16	11746.65	5625	0	100
2022.09.16	20:30:00	11747.14	11779.12	11732.57	11744.59	5708	0	100
2022.09.16	21:00:00	11744.84	11809.17	11740.50	11799.37	5578	0	100
2022.09.16	21:30:00	11799.86	11832.60	11776.86	11818.30	5893	0	100
2022.09.16	22:00:00	11817.80	11871.06	11814.20	11825.65	6529	0	100
2022.09.16	22:30:00	11824.90	11875.44	11799.58	11854.99	6834	0	100
2022.09.16	23:00:00	11854.37	11870.31	11852.26	11861.61	2592	0	100
2022.09.16	23:30:00	11861.36	11887.90	11855.17	11886.90	1224	0	100
2022.09.19	01:00:00	11849.38	11857.93	11811.82	11822.50	2206	0	100
2022.09.19	01:30:00	11822.13	11854.62	11818.78	11851.03	1484	0	200
2022.09.19	02:00:00	11850.54	11873.42	11844.71	11859.42	1505	0	200
2022.09.19	02:30:00	11858.43	11869.60	11851.61	11860.06	1403	0	200
2022.09.19	03:00:00	11860.43	11877.99	11858.03	11872.89	2081	0	200
2022.09.19	03:30:00	11872.77	11879.14	11867.12	11868.51	1594	0	200
2022.09.19	04:00:00	11868.38	11874.83	11852.62	11860.68	1949	0	200
2022.09.19	04:30:00	11860.93	11864.68	11846.10	11860.22	2503	0	200
2022.09.19	05:00:00	11859.96	11862.07	11786.09	11798.86	2679	0	200
2022.09.19	05:30:00	11798.62	11813.23	11786.97	11810.28	2249	0	200
2022.09.19	06:00:00	11810.03	11817.07	11795.91	11814.59	1814	0	200
2022.09.19	06:30:00	11815.08	11815.33	11807.27	11812.69	1214	0	200
