<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.11.12	12:00:00	11950.35	11971.14	11937.17	11944.45	3184	0	300
2020.11.12	13:00:00	11946.20	11955.42	11926.50	11934.12	2712	0	300
2020.11.12	14:00:00	11933.37	11938.26	11880.44	11898.67	3702	0	300
2020.11.12	15:00:00	11898.92	11939.39	11892.50	11922.60	3686	0	300
2020.11.12	16:00:00	11922.48	11969.74	11887.89	11933.13	5240	0	200
2020.11.12	17:00:00	11930.22	11979.99	11913.78	11933.16	6165	0	200
2020.11.12	18:00:00	11932.66	11959.83	11862.68	11899.44	5795	0	200
2020.11.12	19:00:00	11898.97	11920.36	11813.30	11842.08	5675	0	200
2020.11.12	20:00:00	11841.11	11864.79	11793.39	11862.51	6072	0	200
2020.11.12	21:00:00	11862.51	11879.90	11802.79	11808.77	5960	0	200
2020.11.12	22:00:00	11809.65	11836.77	11782.14	11829.48	6198	0	200
2020.11.12	23:00:00	11829.10	11873.21	11829.10	11867.10	2166	0	250
2020.11.13	01:00:00	11863.17	11870.92	11850.30	11856.18	1601	0	300
2020.11.13	02:00:00	11857.31	11861.43	11828.32	11832.32	2409	0	300
2020.11.13	03:00:00	11832.57	11853.31	11814.71	11818.08	2937	0	300
2020.11.13	04:00:00	11816.83	11849.32	11808.83	11844.57	2563	0	300
2020.11.13	05:00:00	11844.45	11853.20	11836.08	11844.94	1813	0	300
2020.11.13	06:00:00	11844.44	11873.57	11840.96	11867.20	1736	0	300
2020.11.13	07:00:00	11867.20	11872.45	11847.11	11854.84	1966	0	300
2020.11.13	08:00:00	11856.34	11896.39	11851.34	11886.90	2050	0	300
2020.11.13	09:00:00	11886.28	11902.96	11869.90	11901.84	2431	0	300
2020.11.13	10:00:00	11900.96	11921.79	11883.66	11900.32	3570	0	300
2020.11.13	11:00:00	11901.32	11940.35	11893.80	11930.66	2868	0	300
2020.11.13	12:00:00	11931.16	11935.61	11912.38	11916.03	2631	0	300
2020.11.13	13:00:00	11916.22	11924.29	11894.28	11903.93	2680	0	300
2020.11.13	14:00:00	11903.68	11921.11	11889.81	11894.68	2746	0	300
2020.11.13	15:00:00	11894.91	11918.59	11893.37	11903.51	3120	0	300
2020.11.13	16:00:00	11903.13	11928.28	11875.60	11887.73	4690	0	200
2020.11.13	17:00:00	11887.00	11891.45	11807.68	11823.52	6001	0	200
2020.11.13	18:00:00	11824.14	11889.01	11824.14	11880.11	5346	0	200
2020.11.13	19:00:00	11879.61	11904.38	11871.65	11903.39	4489	0	200
2020.11.13	20:00:00	11903.51	11907.88	11864.93	11869.46	4533	0	200
2020.11.13	21:00:00	11868.83	11911.44	11852.88	11907.21	4559	0	200
2020.11.13	22:00:00	11906.96	11957.47	11890.31	11936.41	4955	0	200
2020.11.13	23:00:00	11934.03	11953.03	11927.78	11950.53	948	0	250
2020.11.16	01:00:00	11962.42	12068.89	11962.42	12051.02	2804	0	300
2020.11.16	02:00:00	12051.02	12054.39	12035.38	12043.76	2412	0	300
2020.11.16	03:00:00	12043.39	12053.13	12017.90	12027.40	2513	0	300
2020.11.16	04:00:00	12027.27	12064.89	12026.90	12047.52	2351	0	300
2020.11.16	05:00:00	12047.15	12055.27	12034.65	12042.70	1898	0	300
2020.11.16	06:00:00	12042.95	12052.07	12038.83	12050.33	1218	0	300
2020.11.16	07:00:00	12050.33	12062.45	12042.44	12049.07	1834	0	300
2020.11.16	08:00:00	12049.19	12051.93	12018.17	12026.54	1976	0	300
2020.11.16	09:00:00	12026.91	12032.80	12008.68	12018.80	2217	0	300
2020.11.16	10:00:00	12017.30	12023.71	11982.44	11998.46	3529	0	300
2020.11.16	11:00:00	11998.59	12018.58	11991.62	12009.82	2664	0	300
2020.11.16	12:00:00	12009.69	12012.68	11987.10	11997.61	2272	0	300
2020.11.16	13:00:00	11997.61	12022.78	11929.26	11933.73	2587	0	300
2020.11.16	14:00:00	11934.85	11959.15	11857.06	11925.74	4842	0	300
2020.11.16	15:00:00	11924.74	11933.23	11888.78	11904.00	3790	0	300
2020.11.16	16:00:00	11904.87	11994.16	11893.69	11969.03	5447	0	200
2020.11.16	17:00:00	11970.60	12018.48	11957.71	12018.48	6062	0	200
2020.11.16	18:00:00	12018.99	12036.42	11979.02	11999.15	5232	0	200
2020.11.16	19:00:00	11999.08	12010.64	11958.00	11969.61	4791	0	200
2020.11.16	20:00:00	11969.36	11979.74	11935.08	11974.54	5163	0	200
2020.11.16	21:00:00	11974.65	11991.01	11958.23	11964.69	4998	0	200
2020.11.16	22:00:00	11964.94	12018.71	11948.63	12018.33	5462	0	200
2020.11.16	23:00:00	12018.00	12046.33	12017.09	12044.90	1658	0	200
2020.11.17	01:00:00	12077.82	12093.30	12050.97	12054.34	1720	0	300
2020.11.17	02:00:00	12054.34	12061.59	12040.22	12050.47	2044	0	300
2020.11.17	03:00:00	12050.34	12059.59	12018.36	12027.36	2259	0	300
2020.11.17	04:00:00	12027.11	12034.48	12008.04	12010.79	1879	0	300
2020.11.17	05:00:00	12010.41	12032.50	12010.29	12027.62	1630	0	300
2020.11.17	06:00:00	12027.37	12029.25	12009.01	12012.01	1572	0	300
2020.11.17	07:00:00	12013.14	12015.01	11995.38	11999.89	1874	0	300
2020.11.17	08:00:00	12000.53	12022.12	11999.03	12019.50	1608	0	300
2020.11.17	09:00:00	12019.62	12031.62	12014.01	12027.50	1768	0	300
2020.11.17	10:00:00	12028.00	12050.98	12020.43	12037.40	3013	0	300
2020.11.17	11:00:00	12038.78	12060.86	12037.09	12045.25	2508	0	300
2020.11.17	12:00:00	12046.25	12047.59	12010.13	12022.54	2317	0	300
2020.11.17	13:00:00	12022.17	12045.80	12007.22	12039.07	2672	0	300
2020.11.17	14:00:00	12038.86	12054.31	12029.61	12033.41	2717	0	300
2020.11.17	15:00:00	12035.03	12043.70	12012.46	12035.85	3201	0	300
2020.11.17	16:00:00	12035.60	12046.28	11966.63	11968.41	4938	0	200
2020.11.17	17:00:00	11968.53	12040.34	11968.53	12037.03	5754	0	200
2020.11.17	18:00:00	12036.95	12040.78	11970.90	12005.75	5266	0	200
2020.11.17	19:00:00	12004.87	12028.06	12000.67	12022.12	4707	0	200
2020.11.17	20:00:00	12022.09	12047.62	12007.02	12016.15	4369	0	200
2020.11.17	21:00:00	12015.27	12040.09	12012.60	12017.28	4449	0	200
2020.11.17	22:00:00	12017.03	12019.92	11959.96	11982.96	5551	0	200
2020.11.17	23:00:00	11982.96	11995.83	11970.84	11973.90	1548	0	250
2020.11.18	01:00:00	11973.78	11986.41	11963.29	11980.79	1609	0	300
2020.11.18	02:00:00	11980.29	11983.28	11941.05	11952.05	2552	0	300
2020.11.18	03:00:00	11952.80	11960.93	11942.56	11944.44	2158	0	300
2020.11.18	04:00:00	11943.94	11957.69	11934.44	11955.06	2099	0	300
2020.11.18	05:00:00	11955.31	11967.44	11946.82	11963.31	1699	0	300
2020.11.18	06:00:00	11963.81	11980.33	11961.82	11973.59	1523	0	300
2020.11.18	07:00:00	11973.59	11983.94	11936.60	11949.97	2364	0	300
2020.11.18	08:00:00	11948.85	11953.95	11917.96	11930.60	2391	0	300
2020.11.18	09:00:00	11933.09	11976.34	11932.10	11957.97	2126	0	300
2020.11.18	10:00:00	11958.35	12008.58	11953.74	11983.42	2956	0	300
2020.11.18	11:00:00	11983.47	12002.99	11981.03	11993.15	2421	0	300
2020.11.18	12:00:00	11993.27	12023.53	11992.76	12011.11	2263	0	300
2020.11.18	13:00:00	12009.98	12020.64	11984.19	11991.55	2717	0	300
2020.11.18	14:00:00	11991.55	12007.46	11985.62	11996.80	2469	0	300
2020.11.18	15:00:00	11996.30	11997.80	11978.54	11984.46	2995	0	300
2020.11.18	16:00:00	11984.46	11989.02	11915.61	11930.14	4972	0	200
2020.11.18	17:00:00	11929.76	11980.21	11912.26	11975.67	5429	0	200
2020.11.18	18:00:00	11976.68	11998.83	11958.64	11998.83	4921	0	200
2020.11.18	19:00:00	11999.33	12027.46	11999.33	12008.86	4678	0	200
2020.11.18	20:00:00	12008.86	12019.12	11951.15	11965.84	4693	0	200
2020.11.18	21:00:00	11965.09	11989.31	11943.53	11984.08	5179	0	200
2020.11.18	22:00:00	11983.32	12014.47	11892.60	11893.22	5858	0	200
2020.11.18	23:00:00	11891.47	11910.34	11863.23	11876.00	2101	0	250
2020.11.19	01:00:00	11875.27	11897.02	11868.52	11881.40	1557	0	300
2020.11.19	02:00:00	11882.27	11888.77	11857.27	11867.65	2556	0	300
2020.11.19	03:00:00	11869.15	11887.02	11864.53	11876.65	2524	0	300
2020.11.19	04:00:00	11875.90	11878.51	11861.91	11869.88	2051	0	300
2020.11.19	05:00:00	11869.88	11872.38	11832.27	11851.65	2020	0	300
2020.11.19	06:00:00	11851.77	11861.65	11851.77	11857.53	1307	0	300
2020.11.19	07:00:00	11857.15	11886.05	11847.41	11880.05	2007	0	300
2020.11.19	08:00:00	11880.30	11898.15	11876.15	11893.41	1713	0	300
2020.11.19	09:00:00	11893.28	11900.91	11872.92	11872.92	2247	0	300
2020.11.19	10:00:00	11874.80	11882.41	11808.68	11808.68	3378	0	300
2020.11.19	11:00:00	11809.45	11846.69	11804.85	11836.29	3205	0	300
2020.11.19	12:00:00	11836.66	11852.96	11818.17	11843.97	2606	0	300
2020.11.19	13:00:00	11843.59	11868.62	11825.73	11864.68	2535	0	300
2020.11.19	14:00:00	11865.18	11884.77	11860.92	11878.83	2588	0	300
2020.11.19	15:00:00	11878.83	11887.71	11861.79	11878.96	3259	0	300
2020.11.19	16:00:00	11877.97	11925.02	11843.61	11920.60	4828	0	200
2020.11.19	17:00:00	11920.35	11955.73	11886.16	11936.17	5602	0	200
2020.11.19	18:00:00	11936.67	11962.70	11920.57	11945.31	4903	0	200
2020.11.19	19:00:00	11945.80	11964.37	11913.16	11922.26	4713	0	200
2020.11.19	20:00:00	11923.01	11967.57	11918.27	11963.41	4374	0	200
2020.11.19	21:00:00	11963.54	11995.12	11948.17	11993.09	4012	0	200
2020.11.19	22:00:00	11993.58	11999.26	11968.39	11982.69	4915	0	200
2020.11.19	23:00:00	11985.57	11994.44	11958.96	11965.00	2011	0	250
2020.11.20	01:00:00	11952.72	11960.47	11923.99	11938.36	2535	0	300
2020.11.20	02:00:00	11938.99	11959.23	11938.36	11950.37	2233	0	300
2020.11.20	03:00:00	11951.12	11976.61	11943.87	11969.49	2343	0	300
2020.11.20	04:00:00	11969.86	11977.87	11959.87	11974.49	1837	0	300
2020.11.20	05:00:00	11974.37	11990.99	11973.99	11980.62	1780	0	300
2020.11.20	06:00:00	11980.62	12012.36	11977.87	12004.62	1878	0	300
2020.11.20	07:00:00	12004.87	12007.37	11982.04	11988.64	1959	0	300
2020.11.20	08:00:00	11987.89	11993.13	11975.91	11983.79	1750	0	300
2020.11.20	09:00:00	11983.79	11996.26	11967.80	11970.93	2145	0	300
2020.11.20	10:00:00	11970.55	11988.93	11963.36	11987.06	2869	0	300
2020.11.20	11:00:00	11987.56	11999.37	11970.95	11989.59	2409	0	300
2020.11.20	12:00:00	11989.21	12005.58	11980.64	12002.50	2173	0	300
2020.11.20	13:00:00	12002.63	12011.47	11996.10	12009.87	1931	0	300
2020.11.20	14:00:00	12009.49	12019.29	12001.15	12005.06	2082	0	300
2020.11.20	15:00:00	12004.56	12012.60	11985.56	11986.94	2686	0	300
2020.11.20	16:00:00	11987.44	11995.42	11947.87	11966.02	4765	0	200
2020.11.20	17:00:00	11966.02	12008.17	11958.66	11995.90	5239	0	200
2020.11.20	18:00:00	11995.90	12016.24	11968.82	11977.59	4754	0	200
2020.11.20	19:00:00	11977.13	11998.33	11970.22	11992.08	4077	0	200
2020.11.20	20:00:00	11990.87	11999.45	11972.03	11990.27	3876	0	200
2020.11.20	21:00:00	11990.51	11999.00	11974.20	11980.56	4041	0	200
2020.11.20	22:00:00	11982.31	11985.80	11902.89	11904.56	5301	0	200
2020.11.20	23:00:00	11904.93	11913.05	11874.57	11885.94	1210	0	250
2020.11.23	01:00:00	11895.00	11936.36	11893.37	11932.87	1928	0	300
2020.11.23	02:00:00	11932.62	11949.12	11927.12	11948.00	1480	0	300
2020.11.23	03:00:00	11947.87	11952.38	11935.39	11940.26	1757	0	300
2020.11.23	04:00:00	11940.14	11949.51	11937.51	11942.89	1480	0	300
2020.11.23	05:00:00	11943.02	11955.77	11941.02	11952.02	1173	0	300
2020.11.23	06:00:00	11951.90	11954.90	11943.78	11948.53	1014	0	300
2020.11.23	07:00:00	11948.53	11955.03	11944.54	11947.67	1300	0	300
2020.11.23	08:00:00	11947.42	11953.04	11944.42	11950.54	1049	0	300
2020.11.23	09:00:00	11951.29	11976.78	11933.43	11945.80	2423	0	300
2020.11.23	10:00:00	11945.05	11962.95	11937.31	11955.47	2727	0	300
2020.11.23	11:00:00	11956.05	11967.52	11949.65	11957.74	2437	0	300
2020.11.23	12:00:00	11957.36	11958.49	11948.81	11951.63	1529	0	300
2020.11.23	13:00:00	11951.51	11952.01	11941.64	11947.64	1522	0	300
2020.11.23	14:00:00	11946.77	11956.61	11935.66	11954.31	2009	0	300
2020.11.23	15:00:00	11954.18	11957.97	11918.90	11944.41	2842	0	300
2020.11.23	16:00:00	11944.54	12003.34	11940.22	11973.18	4650	0	200
2020.11.23	17:00:00	11974.68	11982.33	11873.51	11910.46	5744	0	200
2020.11.23	18:00:00	11910.46	11913.71	11810.67	11848.35	5718	0	200
2020.11.23	19:00:00	11847.48	11895.55	11828.06	11894.29	4784	0	200
2020.11.23	20:00:00	11894.91	11914.58	11887.08	11895.59	4520	0	200
2020.11.23	21:00:00	11895.72	11924.61	11872.16	11919.54	4830	0	200
2020.11.23	22:00:00	11920.41	11945.06	11889.16	11904.51	5186	0	200
2020.11.23	23:00:00	11905.51	11920.88	11901.26	11917.60	1527	0	200
2020.11.24	01:00:00	11914.71	11968.95	11914.71	11954.33	2532	0	300
2020.11.24	02:00:00	11953.58	11961.08	11944.96	11952.71	2159	0	300
2020.11.24	03:00:00	11952.84	11959.46	11940.22	11946.35	2081	0	300
2020.11.24	04:00:00	11946.35	11965.60	11946.35	11955.85	1627	0	300
2020.11.24	05:00:00	11956.35	11978.39	11953.64	11973.76	1436	0	300
2020.11.24	06:00:00	11973.51	11976.85	11968.11	11972.48	1240	0	300
2020.11.24	07:00:00	11972.61	11974.48	11959.49	11966.00	1593	0	300
2020.11.24	08:00:00	11966.38	11975.62	11960.37	11970.87	1219	0	300
2020.11.24	09:00:00	11972.00	11978.37	11959.13	11962.51	1574	0	300
2020.11.24	10:00:00	11964.64	11978.93	11934.76	11939.87	3055	0	300
2020.11.24	11:00:00	11939.25	11953.83	11933.88	11950.34	2254	0	300
2020.11.24	12:00:00	11950.47	11953.13	11936.86	11940.20	1779	0	300
2020.11.24	13:00:00	11939.83	11955.16	11936.86	11941.74	1723	0	300
2020.11.24	14:00:00	11942.36	11948.43	11928.34	11939.62	2185	0	300
2020.11.24	15:00:00	11939.08	11961.09	11938.21	11953.79	2447	0	300
2020.11.24	16:00:00	11953.04	11962.65	11875.62	11925.90	4620	0	200
2020.11.24	17:00:00	11926.65	11989.42	11904.77	11989.42	5867	0	200
2020.11.24	18:00:00	11989.16	12037.82	11989.16	12018.62	5387	0	200
2020.11.24	19:00:00	12019.37	12057.35	12008.63	12045.16	4656	0	200
2020.11.24	20:00:00	12044.66	12085.10	12034.96	12083.34	4589	0	200
2020.11.24	21:00:00	12083.32	12093.65	12055.84	12073.43	4761	0	200
2020.11.24	22:00:00	12073.43	12086.68	12053.74	12075.64	4973	0	200
2020.11.24	23:00:00	12076.02	12104.26	12072.14	12101.20	1937	0	250
2020.11.25	01:00:00	12096.54	12127.16	12092.67	12126.16	1852	0	300
2020.11.25	02:00:00	12125.29	12155.40	12118.42	12143.41	2571	0	300
2020.11.25	03:00:00	12142.66	12172.03	12140.91	12163.29	2118	0	300
2020.11.25	04:00:00	12163.16	12168.91	12149.80	12155.68	1858	0	300
2020.11.25	05:00:00	12156.05	12167.17	12128.26	12138.00	2138	0	300
2020.11.25	06:00:00	12138.50	12144.07	12128.21	12130.58	1593	0	300
2020.11.25	07:00:00	12130.83	12132.70	12103.73	12106.22	2690	0	300
2020.11.25	08:00:00	12106.60	12117.97	12099.74	12110.99	2151	0	300
2020.11.25	09:00:00	12110.99	12124.75	12105.37	12122.00	2173	0	300
2020.11.25	10:00:00	12121.50	12127.97	12101.24	12104.48	2944	0	300
2020.11.25	11:00:00	12104.73	12119.94	12093.13	12112.01	2620	0	300
2020.11.25	12:00:00	12114.01	12115.64	12089.79	12096.73	2276	0	300
2020.11.25	13:00:00	12096.73	12109.87	12089.79	12104.11	2194	0	300
2020.11.25	14:00:00	12104.23	12122.78	12092.04	12098.29	2142	0	300
2020.11.25	15:00:00	12098.91	12120.28	12078.40	12104.58	2725	0	300
2020.11.25	16:00:00	12104.83	12143.89	12099.74	12123.59	4348	0	200
2020.11.25	17:00:00	12123.78	12126.84	12078.82	12114.82	5766	0	200
2020.11.25	18:00:00	12115.01	12133.15	12087.23	12099.87	5201	0	200
2020.11.25	19:00:00	12099.62	12141.23	12092.61	12137.01	4364	0	200
2020.11.25	20:00:00	12136.88	12152.40	12119.39	12140.47	4212	0	200
2020.11.25	21:00:00	12140.35	12150.68	12116.49	12148.40	4491	0	200
2020.11.25	22:00:00	12148.40	12174.05	12140.12	12153.75	4756	0	200
2020.11.25	23:00:00	12151.00	12177.25	12148.25	12167.80	1606	0	250
2020.11.26	01:00:00	12172.63	12185.75	12169.00	12179.88	1162	0	300
2020.11.26	02:00:00	12179.25	12183.38	12166.75	12178.13	1700	0	300
2020.11.26	03:00:00	12178.00	12198.75	12176.50	12194.25	1705	0	300
2020.11.26	04:00:00	12194.88	12212.25	12193.75	12206.63	1572	0	300
2020.11.26	05:00:00	12206.63	12207.25	12186.25	12190.75	1328	0	300
2020.11.26	06:00:00	12190.75	12194.75	12188.25	12192.88	1064	0	300
2020.11.26	07:00:00	12193.38	12205.00	12188.88	12197.38	1593	0	300
2020.11.26	08:00:00	12197.88	12201.13	12184.25	12199.38	1184	0	300
2020.11.26	09:00:00	12199.75	12199.75	12191.25	12193.00	1288	0	300
2020.11.26	10:00:00	12193.63	12221.75	12182.22	12186.75	2447	0	300
2020.11.26	11:00:00	12186.75	12195.13	12172.95	12193.85	1979	0	300
2020.11.26	12:00:00	12194.10	12203.80	12186.88	12190.12	1665	0	300
2020.11.26	13:00:00	12190.12	12199.25	12183.43	12194.97	1443	0	300
2020.11.26	14:00:00	12195.09	12196.09	12186.97	12194.46	1487	0	300
2020.11.26	15:00:00	12194.58	12201.30	12192.13	12196.44	1348	0	300
2020.11.26	16:00:00	12196.81	12209.97	12188.49	12195.30	1806	0	200
2020.11.26	17:00:00	12195.05	12195.49	12179.72	12188.58	1929	0	200
2020.11.26	18:00:00	12188.08	12198.96	12185.46	12188.22	1648	0	200
2020.11.26	19:00:00	12188.22	12188.60	12127.85	12143.56	2454	0	200
2020.11.27	01:00:00	12155.00	12173.00	12144.63	12155.00	1613	0	300
2020.11.27	02:00:00	12154.88	12162.38	12141.75	12161.25	1828	0	300
2020.11.27	03:00:00	12161.25	12161.63	12143.63	12144.88	1734	0	300
2020.11.27	04:00:00	12145.13	12152.63	12136.63	12147.63	1509	0	300
2020.11.27	05:00:00	12147.63	12159.50	12142.88	12158.25	1199	0	300
2020.11.27	06:00:00	12158.63	12174.75	12158.25	12170.13	1203	0	300
2020.11.27	07:00:00	12170.13	12184.38	12165.88	12184.38	1551	0	300
2020.11.27	08:00:00	12184.63	12196.00	12180.25	12187.13	1421	0	300
2020.11.27	09:00:00	12187.88	12193.63	12182.88	12184.38	1289	0	300
2020.11.27	10:00:00	12184.25	12202.77	12184.16	12199.65	2183	0	300
2020.11.27	11:00:00	12200.40	12205.64	12190.30	12192.46	1607	0	300
2020.11.27	12:00:00	12192.58	12198.17	12182.04	12195.51	1537	0	300
2020.11.27	13:00:00	12195.51	12200.38	12191.09	12194.23	1046	0	300
2020.11.27	14:00:00	12193.23	12204.76	12189.88	12202.17	1299	0	300
2020.11.27	15:00:00	12202.67	12239.98	12198.74	12229.62	2465	0	300
2020.11.27	16:00:00	12229.99	12254.58	12215.43	12248.29	4351	0	200
2020.11.27	17:00:00	12248.92	12307.75	12241.04	12295.14	5552	0	200
2020.11.27	18:00:00	12295.14	12299.66	12244.13	12253.75	4895	0	200
2020.11.27	19:00:00	12253.75	12267.88	12234.00	12260.08	4447	0	200
2020.11.27	20:00:00	12260.08	12270.33	12253.95	12267.83	618	0	200
2020.11.30	01:00:00	12286.70	12335.08	12286.70	12316.83	1988	0	300
2020.11.30	02:00:00	12315.70	12319.08	12272.58	12281.20	2825	0	300
2020.11.30	03:00:00	12283.95	12284.70	12253.08	12277.08	2772	0	300
2020.11.30	04:00:00	12276.83	12283.20	12260.45	12280.58	1967	0	300
2020.11.30	05:00:00	12280.33	12292.08	12265.08	12268.20	1766	0	300
2020.11.30	06:00:00	12267.83	12269.45	12239.45	12247.45	1960	0	300
2020.11.30	07:00:00	12247.58	12251.70	12209.83	12227.08	2761	0	300
2020.11.30	08:00:00	12226.70	12232.70	12193.20	12207.83	2515	0	300
2020.11.30	09:00:00	12207.95	12221.83	12201.33	12219.08	2394	0	300
2020.11.30	10:00:00	12221.58	12263.38	12215.63	12253.41	3368	0	300
2020.11.30	11:00:00	12254.16	12261.41	12238.59	12252.97	2239	0	300
2020.11.30	12:00:00	12253.22	12265.21	12243.76	12263.08	1817	0	300
2020.11.30	13:00:00	12263.08	12266.88	12239.75	12258.12	2035	0	300
2020.11.30	14:00:00	12257.49	12304.73	12254.55	12285.31	2781	0	300
2020.11.30	15:00:00	12285.31	12289.82	12260.17	12275.82	2991	0	300
2020.11.30	16:00:00	12274.32	12298.82	12223.83	12251.02	4818	0	200
2020.11.30	17:00:00	12253.64	12264.31	12086.42	12164.51	6460	0	200
2020.11.30	18:00:00	12164.51	12203.44	12135.07	12193.11	5915	0	200
2020.11.30	19:00:00	12193.11	12221.29	12179.27	12214.23	5063	0	200
2020.11.30	20:00:00	12214.48	12250.38	12207.97	12236.34	4649	0	200
2020.11.30	21:00:00	12236.84	12291.19	12227.73	12290.06	4807	0	200
2020.11.30	22:00:00	12292.81	12294.42	12239.56	12281.55	5389	0	200
2020.11.30	23:00:00	12274.68	12318.68	12274.60	12317.80	2112	0	200
2020.12.01	01:00:00	12331.26	12349.39	12311.40	12348.77	2236	0	300
2020.12.01	02:00:00	12348.89	12365.27	12343.52	12364.78	2194	0	300
2020.12.01	03:00:00	12365.03	12380.16	12363.91	12376.03	2235	0	300
2020.12.01	04:00:00	12376.28	12392.28	12376.17	12380.54	2148	0	300
2020.12.01	05:00:00	12380.42	12400.04	12379.05	12382.06	1811	0	300
2020.12.01	06:00:00	12382.06	12386.81	12370.94	12373.45	1330	0	300
2020.12.01	07:00:00	12373.20	12383.83	12368.95	12379.59	1671	0	300
2020.12.01	08:00:00	12378.96	12386.85	12371.22	12385.60	1376	0	300
2020.12.01	09:00:00	12385.60	12398.97	12382.90	12386.66	1798	0	300
2020.12.01	10:00:00	12384.41	12384.41	12348.75	12360.25	3475	0	300
2020.12.01	11:00:00	12360.37	12376.84	12358.42	12365.71	2592	0	300
2020.12.01	12:00:00	12365.65	12392.00	12356.91	12389.48	2342	0	300
2020.12.01	13:00:00	12386.52	12397.24	12379.85	12383.53	2107	0	300
2020.12.01	14:00:00	12384.03	12394.28	12380.41	12393.43	1854	0	300
2020.12.01	15:00:00	12393.31	12397.42	12360.07	12379.92	2707	0	300
2020.12.01	16:00:00	12380.30	12393.87	12334.48	12389.99	4779	0	200
2020.12.01	17:00:00	12389.98	12431.64	12352.32	12396.69	6132	0	200
2020.12.01	18:00:00	12396.65	12452.48	12395.50	12447.40	5654	0	200
2020.12.01	19:00:00	12447.90	12486.86	12444.28	12458.32	5355	0	200
2020.12.01	20:00:00	12458.32	12504.88	12457.02	12488.36	4844	0	200
2020.12.01	21:00:00	12488.49	12511.06	12460.27	12468.05	4911	0	200
2020.12.01	22:00:00	12468.05	12468.42	12421.10	12449.40	5743	0	200
2020.12.01	23:00:00	12450.74	12471.87	12442.25	12458.50	1885	0	200
2020.12.02	01:00:00	12458.66	12467.66	12434.68	12450.80	1804	0	300
2020.12.02	02:00:00	12451.05	12451.80	12432.45	12435.69	2125	0	300
2020.12.02	03:00:00	12435.94	12437.07	12414.83	12418.71	2424	0	300
2020.12.02	04:00:00	12417.96	12431.21	12405.34	12424.72	2001	0	300
2020.12.02	05:00:00	12424.84	12436.22	12422.48	12422.61	1347	0	300
2020.12.02	06:00:00	12422.36	12440.48	12420.23	12437.49	1142	0	300
2020.12.02	07:00:00	12437.11	12437.11	12407.50	12421.00	1889	0	300
2020.12.02	08:00:00	12422.38	12451.25	12422.38	12445.13	1460	0	300
2020.12.02	09:00:00	12445.01	12446.76	12421.76	12426.40	1872	0	300
2020.12.02	10:00:00	12425.15	12455.99	12410.10	12445.76	2915	0	300
2020.12.02	11:00:00	12445.38	12449.26	12434.58	12442.09	1939	0	300
2020.12.02	12:00:00	12441.34	12447.39	12429.05	12445.84	1555	0	300
2020.12.02	13:00:00	12446.22	12448.84	12421.85	12437.58	1947	0	300
2020.12.02	14:00:00	12437.58	12437.58	12391.89	12408.57	2641	0	300
2020.12.02	15:00:00	12408.29	12418.72	12392.17	12403.41	3049	0	300
2020.12.02	16:00:00	12403.91	12403.91	12315.43	12374.98	5096	0	200
2020.12.02	17:00:00	12374.48	12437.59	12363.75	12413.11	5952	0	200
2020.12.02	18:00:00	12415.42	12459.79	12414.80	12458.79	5332	0	200
2020.12.02	19:00:00	12459.03	12472.23	12430.75	12435.42	5151	0	200
2020.12.02	20:00:00	12436.54	12461.39	12412.57	12423.99	4753	0	200
2020.12.02	21:00:00	12424.74	12459.59	12414.30	12459.34	4780	0	200
2020.12.02	22:00:00	12459.23	12469.35	12433.59	12457.23	5057	0	200
2020.12.02	23:00:00	12458.97	12471.97	12455.60	12462.10	1604	0	250
2020.12.03	01:00:00	12472.08	12483.57	12461.96	12465.21	1489	0	300
2020.12.03	02:00:00	12465.34	12471.84	12458.84	12463.47	1431	0	300
2020.12.03	03:00:00	12464.22	12481.47	12458.09	12474.60	1801	0	300
2020.12.03	04:00:00	12475.47	12475.85	12453.98	12470.85	1703	0	300
2020.12.03	05:00:00	12471.60	12494.85	12468.23	12478.61	1768	0	300
2020.12.03	06:00:00	12478.73	12479.61	12459.87	12465.87	1423	0	300
2020.12.03	07:00:00	12466.75	12478.88	12461.75	12472.38	1463	0	300
2020.12.03	08:00:00	12471.13	12480.88	12471.01	12478.89	1055	0	300
2020.12.03	09:00:00	12478.39	12487.88	12465.90	12478.15	1661	0	300
2020.12.03	10:00:00	12477.90	12481.63	12465.70	12470.31	2391	0	300
2020.12.03	11:00:00	12470.06	12485.04	12456.11	12478.77	2616	0	300
2020.12.03	12:00:00	12478.39	12482.42	12463.07	12472.42	2058	0	300
2020.12.03	13:00:00	12472.67	12482.11	12469.52	12476.63	1687	0	300
2020.12.03	14:00:00	12477.88	12490.51	12473.77	12486.59	1874	0	300
2020.12.03	15:00:00	12486.21	12489.95	12460.85	12471.15	2621	0	300
2020.12.03	16:00:00	12470.90	12501.95	12460.67	12494.02	4442	0	200
2020.12.03	17:00:00	12494.15	12538.69	12477.49	12477.85	5877	0	200
2020.12.03	18:00:00	12480.46	12511.36	12447.62	12507.10	5333	0	200
2020.12.03	19:00:00	12508.47	12518.04	12473.79	12485.92	5007	0	200
2020.12.03	20:00:00	12484.36	12494.57	12462.90	12467.33	4513	0	200
2020.12.03	21:00:00	12467.96	12501.79	12465.94	12501.20	4361	0	200
