<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.02	09:00:00	8767.13	8776.50	8766.38	8772.63	1244	0	300
2020.01.02	10:00:00	8773.13	8785.96	8769.08	8782.61	3077	0	300
2020.01.02	11:00:00	8782.86	8793.90	8780.60	8791.42	2333	0	300
2020.01.02	12:00:00	8791.42	8798.83	8791.37	8794.63	1426	0	300
2020.01.02	13:00:00	8794.88	8795.57	8784.42	8785.74	1214	0	300
2020.01.02	14:00:00	8785.87	8796.61	8785.36	8796.61	1080	0	300
2020.01.02	15:00:00	8796.48	8808.73	8795.48	8805.38	1743	0	300
2020.01.02	16:00:00	8805.38	8829.88	8792.71	8825.95	4752	0	200
2020.01.02	17:00:00	8826.58	8827.87	8783.12	8808.19	6227	0	200
2020.01.02	18:00:00	8808.44	8813.74	8786.30	8809.72	4058	0	200
2020.01.02	19:00:00	8809.97	8825.87	8807.35	8824.99	2820	0	200
2020.01.02	20:00:00	8825.24	8826.34	8816.50	8826.21	2347	0	200
2020.01.02	21:00:00	8825.97	8845.83	8825.47	8844.38	2120	0	200
2020.01.02	22:00:00	8844.63	8870.49	8844.18	8870.49	2805	0	200
2020.01.02	23:00:00	8870.48	8882.58	8866.13	8881.80	1237	0	250
2020.01.03	01:00:00	8878.74	8888.33	8878.74	8879.63	1003	0	300
2020.01.03	02:00:00	8879.26	8884.92	8878.14	8883.43	1076	0	300
2020.01.03	03:00:00	8883.18	8887.67	8851.58	8854.82	2568	0	300
2020.01.03	04:00:00	8855.07	8859.30	8813.63	8819.36	5325	0	300
2020.01.03	05:00:00	8818.74	8821.23	8784.64	8804.19	3363	0	300
2020.01.03	06:00:00	8804.32	8819.39	8799.59	8811.81	2377	0	300
2020.01.03	07:00:00	8812.43	8815.54	8788.16	8800.28	3002	0	300
2020.01.03	08:00:00	8800.53	8801.78	8789.92	8799.24	2364	0	300
2020.01.03	09:00:00	8797.75	8806.10	8773.50	8774.73	3583	0	300
2020.01.03	10:00:00	8774.48	8787.12	8761.05	8776.50	4650	0	300
2020.01.03	11:00:00	8775.87	8777.82	8744.00	8758.69	4205	0	300
2020.01.03	12:00:00	8758.32	8766.52	8717.66	8728.73	3948	0	300
2020.01.03	13:00:00	8728.60	8746.89	8722.60	8739.03	3841	0	300
2020.01.03	14:00:00	8739.15	8766.89	8738.86	8758.98	3526	0	300
2020.01.03	15:00:00	8759.10	8790.28	8757.95	8772.83	4227	0	300
2020.01.03	16:00:00	8772.08	8822.88	8752.83	8808.87	6468	0	200
2020.01.03	17:00:00	8798.04	8819.74	8789.06	8802.58	6940	0	200
2020.01.03	18:00:00	8802.82	8820.34	8789.08	8816.95	4977	0	200
2020.01.03	19:00:00	8816.83	8844.16	8816.45	8835.67	3954	0	200
2020.01.03	20:00:00	8835.80	8838.47	8799.19	8816.64	4740	0	200
2020.01.03	21:00:00	8816.52	8825.93	8805.40	8823.17	4247	0	200
2020.01.03	22:00:00	8823.05	8831.58	8792.38	8792.38	4940	0	200
2020.01.03	23:00:00	8792.13	8797.86	8789.77	8792.14	969	0	200
2020.01.06	01:00:00	8755.03	8761.65	8730.63	8760.65	3675	0	300
2020.01.06	02:00:00	8760.65	8766.63	8751.45	8757.06	3340	0	300
2020.01.06	03:00:00	8757.43	8757.93	8743.01	8746.00	3172	0	300
2020.01.06	04:00:00	8745.87	8753.72	8743.02	8747.26	1968	0	300
2020.01.06	05:00:00	8747.01	8764.21	8746.89	8761.97	1632	0	300
2020.01.06	06:00:00	8761.97	8777.67	8759.11	8770.58	1657	0	300
2020.01.06	07:00:00	8770.71	8772.45	8763.00	8764.00	1396	0	300
2020.01.06	08:00:00	8765.00	8765.87	8746.09	8756.30	2412	0	300
2020.01.06	09:00:00	8756.42	8772.48	8753.32	8753.94	2730	0	300
2020.01.06	10:00:00	8753.90	8761.15	8709.94	8712.17	5302	0	300
2020.01.06	11:00:00	8712.04	8725.12	8705.41	8721.45	3677	0	300
2020.01.06	12:00:00	8721.70	8732.46	8718.49	8729.93	2515	0	300
2020.01.06	13:00:00	8730.05	8735.63	8722.46	8730.49	2557	0	300
2020.01.06	14:00:00	8730.86	8749.24	8730.86	8744.93	2438	0	300
2020.01.06	15:00:00	8743.93	8744.56	8725.46	8735.91	3108	0	300
2020.01.06	16:00:00	8733.06	8783.52	8712.99	8781.62	5845	0	200
2020.01.06	17:00:00	8781.62	8813.35	8776.58	8807.32	5671	0	200
2020.01.06	18:00:00	8808.32	8819.74	8801.41	8806.61	4328	0	200
2020.01.06	19:00:00	8806.73	8807.56	8795.62	8806.65	3494	0	200
2020.01.06	20:00:00	8805.91	8819.49	8804.62	8813.50	2804	0	200
2020.01.06	21:00:00	8813.50	8829.79	8808.80	8822.68	2971	0	200
2020.01.06	22:00:00	8822.93	8849.74	8819.06	8846.38	3854	0	200
2020.01.06	23:00:00	8847.25	8855.10	8827.09	8834.60	1633	0	250
2020.01.07	01:00:00	8836.51	8840.25	8827.94	8830.68	1253	0	300
2020.01.07	02:00:00	8830.31	8852.24	8829.19	8846.14	2253	0	300
2020.01.07	03:00:00	8846.14	8858.11	8843.90	8853.63	2010	0	300
2020.01.07	04:00:00	8853.76	8864.10	8853.38	8855.89	1523	0	300
2020.01.07	05:00:00	8855.89	8856.64	8850.92	8854.17	916	0	300
2020.01.07	06:00:00	8854.17	8870.86	8853.80	8863.78	1258	0	300
2020.01.07	07:00:00	8863.78	8864.77	8854.92	8857.67	1687	0	300
2020.01.07	08:00:00	8858.17	8860.66	8843.25	8852.90	2171	0	300
2020.01.07	09:00:00	8852.65	8863.66	8834.15	8846.51	3589	0	300
2020.01.07	10:00:00	8846.10	8876.15	8839.31	8861.31	4711	0	300
2020.01.07	11:00:00	8861.68	8867.93	8848.16	8858.62	2883	0	300
2020.01.07	12:00:00	8858.25	8865.11	8849.14	8856.44	2745	0	300
2020.01.07	13:00:00	8856.44	8863.69	8845.83	8849.07	1995	0	300
2020.01.07	14:00:00	8848.95	8864.10	8847.20	8860.88	2125	0	300
2020.01.07	15:00:00	8861.00	8864.23	8833.60	8838.54	3117	0	300
2020.01.07	16:00:00	8837.92	8859.53	8817.16	8840.68	5649	0	200
2020.01.07	17:00:00	8842.92	8861.74	8827.29	8859.22	6390	0	200
2020.01.07	18:00:00	8859.97	8871.86	8848.31	8852.93	4341	0	200
2020.01.07	19:00:00	8852.94	8862.48	8847.98	8858.25	3505	0	200
2020.01.07	20:00:00	8858.49	8869.00	8858.49	8868.20	2529	0	200
2020.01.07	21:00:00	8868.45	8868.69	8843.99	8854.14	3621	0	200
2020.01.07	22:00:00	8854.39	8864.16	8839.77	8845.42	3614	0	200
2020.01.07	23:00:00	8845.41	8845.41	8808.80	8827.30	2716	0	250
2020.01.08	01:00:00	8823.91	8830.14	8711.12	8735.78	6426	0	300
2020.01.08	02:00:00	8735.78	8739.51	8662.08	8694.21	7290	0	300
2020.01.08	03:00:00	8693.71	8761.46	8684.00	8733.33	6301	0	300
2020.01.08	04:00:00	8732.83	8812.53	8730.71	8801.33	6638	0	300
2020.01.08	05:00:00	8801.58	8806.82	8772.95	8800.35	4737	0	300
2020.01.08	06:00:00	8800.35	8808.45	8787.92	8790.41	2161	0	300
2020.01.08	07:00:00	8790.41	8804.74	8784.33	8787.32	2729	0	300
2020.01.08	08:00:00	8787.82	8798.41	8782.22	8793.44	2251	0	300
2020.01.08	09:00:00	8792.20	8816.84	8791.19	8810.64	3379	0	300
2020.01.08	10:00:00	8810.77	8825.04	8803.50	8815.51	4844	0	300
2020.01.08	11:00:00	8815.88	8827.93	8811.49	8821.89	3033	0	300
2020.01.08	12:00:00	8821.64	8857.65	8818.72	8849.75	3039	0	300
2020.01.08	13:00:00	8849.88	8865.36	8842.95	8853.23	3285	0	300
2020.01.08	14:00:00	8852.23	8863.67	8846.11	8857.93	3187	0	300
2020.01.08	15:00:00	8857.68	8872.55	8840.76	8851.71	3873	0	300
2020.01.08	16:00:00	8851.34	8879.24	8832.14	8873.13	5481	0	200
2020.01.08	17:00:00	8873.88	8880.61	8840.33	8853.97	5845	0	200
2020.01.08	18:00:00	8853.72	8920.01	8844.58	8907.82	6824	0	200
2020.01.08	19:00:00	8908.96	8926.43	8907.56	8921.72	4981	0	200
2020.01.08	20:00:00	8921.84	8926.30	8913.44	8915.43	3412	0	200
2020.01.08	21:00:00	8915.30	8930.90	8915.30	8930.30	2779	0	200
2020.01.08	22:00:00	8930.55	8952.70	8905.02	8910.74	4540	0	200
2020.01.08	23:00:00	8910.86	8933.54	8908.50	8927.10	2036	0	200
2020.01.09	01:00:00	8930.43	8944.01	8924.10	8932.82	2249	0	300
2020.01.09	02:00:00	8932.57	8945.15	8928.12	8936.35	2512	0	300
2020.01.09	03:00:00	8936.35	8943.83	8930.89	8935.13	2814	0	300
2020.01.09	04:00:00	8935.00	8937.88	8928.67	8930.17	1757	0	300
2020.01.09	05:00:00	8930.17	8932.16	8913.74	8927.95	1602	0	300
2020.01.09	06:00:00	8927.83	8936.43	8924.47	8934.69	928	0	300
2020.01.09	07:00:00	8934.45	8947.16	8931.98	8942.56	1866	0	300
2020.01.09	08:00:00	8942.68	8945.67	8937.46	8942.33	2001	0	300
2020.01.09	09:00:00	8943.70	8969.65	8938.12	8967.16	2770	0	300
2020.01.09	10:00:00	8966.92	8974.27	8958.55	8965.05	3734	0	300
2020.01.09	11:00:00	8965.29	8969.61	8961.95	8966.95	2606	0	300
2020.01.09	12:00:00	8967.08	8971.51	8959.12	8961.90	2029	0	300
2020.01.09	13:00:00	8962.15	8968.17	8959.46	8965.43	1554	0	300
2020.01.09	14:00:00	8965.68	8975.76	8954.95	8962.90	2841	0	300
2020.01.09	15:00:00	8961.95	8980.10	8958.96	8975.25	2826	0	300
2020.01.09	16:00:00	8975.38	9003.03	8971.76	8986.67	5537	0	200
2020.01.09	17:00:00	8985.80	9001.07	8974.63	8995.53	5319	0	200
2020.01.09	18:00:00	8995.40	8997.69	8977.63	8990.03	4327	0	200
2020.01.09	19:00:00	8990.27	8992.37	8935.67	8963.76	5143	0	200
2020.01.09	20:00:00	8964.01	8980.56	8955.76	8974.42	4616	0	200
2020.01.09	21:00:00	8974.29	8988.63	8970.54	8980.77	3545	0	200
2020.01.09	22:00:00	8980.27	8989.43	8966.69	8989.43	4045	0	200
2020.01.09	23:00:00	8988.68	8992.17	8983.32	8990.80	1239	0	250
2020.01.10	01:00:00	8991.58	9000.06	8990.71	8997.70	1180	0	300
2020.01.10	02:00:00	8998.58	9015.66	8997.97	9011.81	2414	0	300
2020.01.10	03:00:00	9012.06	9014.80	9005.97	9010.21	2002	0	300
2020.01.10	04:00:00	9010.21	9013.72	9007.23	9013.22	1163	0	300
2020.01.10	05:00:00	9012.97	9020.96	9011.85	9020.21	788	0	300
2020.01.10	06:00:00	9019.96	9023.21	9017.97	9018.99	686	0	300
2020.01.10	07:00:00	9018.99	9022.00	9015.75	9022.00	900	0	300
2020.01.10	08:00:00	9022.99	9025.99	9019.27	9020.28	1085	0	300
2020.01.10	09:00:00	9020.03	9024.27	9016.73	9021.54	1257	0	300
2020.01.10	10:00:00	9021.29	9021.90	9006.36	9013.53	2331	0	300
2020.01.10	11:00:00	9013.53	9023.15	9011.19	9022.58	1369	0	300
2020.01.10	12:00:00	9022.83	9028.12	9019.94	9024.13	1235	0	300
2020.01.10	13:00:00	9023.88	9038.26	9022.96	9029.67	1298	0	300
2020.01.10	14:00:00	9029.67	9033.36	9027.43	9028.52	1001	0	300
2020.01.10	15:00:00	9028.52	9035.56	9010.21	9022.41	3347	0	300
2020.01.10	16:00:00	9022.54	9027.57	8987.67	9013.79	5565	0	200
2020.01.10	17:00:00	9013.29	9024.22	9007.15	9018.20	5352	0	200
2020.01.10	18:00:00	9018.95	9025.22	8994.28	9000.60	4443	0	200
2020.01.10	19:00:00	9000.73	9001.35	8972.76	8988.12	4677	0	200
2020.01.10	20:00:00	8988.37	9001.94	8986.88	8995.66	2919	0	200
2020.01.10	21:00:00	8996.28	8999.30	8971.48	8984.87	3598	0	200
2020.01.10	22:00:00	8984.62	8985.73	8950.09	8965.85	5057	0	200
2020.01.10	23:00:00	8965.72	8967.59	8958.63	8962.24	753	0	200
2020.01.13	01:00:00	8963.02	8982.84	8963.02	8970.89	1556	0	300
2020.01.13	02:00:00	8971.01	8980.67	8968.90	8978.43	1516	0	300
2020.01.13	03:00:00	8978.56	8996.50	8978.56	8984.43	2323	0	300
2020.01.13	04:00:00	8984.43	8995.28	8983.56	8994.29	1578	0	300
2020.01.13	05:00:00	8994.54	8998.03	8992.81	8994.06	938	0	300
2020.01.13	06:00:00	8994.06	8995.81	8992.08	8993.21	347	0	300
2020.01.13	07:00:00	8993.34	9000.32	8992.95	8996.84	801	0	300
2020.01.13	08:00:00	8996.97	9000.68	8991.63	8992.13	915	0	300
2020.01.13	09:00:00	8992.01	8997.10	8989.65	8992.65	1144	0	300
2020.01.13	10:00:00	8993.40	9006.68	8992.18	9000.87	2595	0	300
2020.01.13	11:00:00	9001.12	9009.77	8996.13	9009.63	2367	0	300
2020.01.13	12:00:00	9009.88	9010.57	9003.11	9008.90	1435	0	300
2020.01.13	13:00:00	9009.15	9009.64	8990.29	8991.44	1677	0	300
2020.01.13	14:00:00	8991.44	9000.98	8989.50	8996.30	1743	0	300
2020.01.13	15:00:00	8996.24	9008.46	8995.23	8998.72	2099	0	300
2020.01.13	16:00:00	8998.84	9020.97	8988.04	9017.16	4939	0	200
2020.01.13	17:00:00	9017.41	9021.86	9003.72	9019.85	5071	0	200
2020.01.13	18:00:00	9020.35	9042.11	9014.96	9041.12	4248	0	200
2020.01.13	19:00:00	9040.87	9052.29	9040.87	9047.38	3014	0	200
2020.01.13	20:00:00	9047.63	9055.94	9045.23	9048.44	2246	0	200
2020.01.13	21:00:00	9048.44	9060.76	9044.64	9056.29	2234	0	200
2020.01.13	22:00:00	9056.36	9070.52	9048.54	9068.15	2877	0	200
2020.01.13	23:00:00	9068.52	9078.75	9064.66	9073.10	1232	0	250
2020.01.14	01:00:00	9072.92	9090.62	9071.18	9088.26	1408	0	300
2020.01.14	02:00:00	9088.01	9097.86	9086.39	9091.77	2118	0	300
2020.01.14	03:00:00	9091.64	9092.77	9082.07	9085.81	2271	0	300
2020.01.14	04:00:00	9086.31	9088.07	9078.59	9080.35	1637	0	300
2020.01.14	05:00:00	9080.10	9081.10	9062.69	9070.41	1802	0	300
2020.01.14	06:00:00	9070.54	9072.41	9066.69	9069.93	905	0	300
2020.01.14	07:00:00	9069.69	9076.17	9065.22	9067.22	1461	0	300
2020.01.14	08:00:00	9067.71	9072.72	9063.99	9071.72	1156	0	300
2020.01.14	09:00:00	9071.35	9073.72	9055.31	9056.06	1759	0	300
2020.01.14	10:00:00	9055.81	9055.94	9025.47	9052.51	4025	0	300
2020.01.14	11:00:00	9052.51	9077.42	9049.16	9073.77	2917	0	300
2020.01.14	12:00:00	9073.90	9080.26	9047.66	9058.41	2729	0	300
2020.01.14	13:00:00	9058.54	9065.85	9043.42	9056.28	3470	0	300
2020.01.14	14:00:00	9056.53	9067.20	9052.03	9063.20	2232	0	300
2020.01.14	15:00:00	9063.20	9075.23	9058.99	9070.89	2814	0	300
2020.01.14	16:00:00	9071.51	9072.14	9020.56	9025.12	5529	0	200
2020.01.14	17:00:00	9026.01	9063.86	9020.19	9044.17	5953	0	200
2020.01.14	18:00:00	9044.67	9060.41	9039.75	9060.09	4460	0	200
2020.01.14	19:00:00	9060.34	9073.11	9056.79	9064.29	3282	0	200
2020.01.14	20:00:00	9064.04	9079.20	9037.28	9040.82	5298	0	200
2020.01.14	21:00:00	9041.56	9061.34	9019.33	9043.90	6084	0	200
2020.01.14	22:00:00	9043.40	9048.92	9020.41	9033.97	5670	0	200
2020.01.14	23:00:00	9032.47	9046.69	9031.23	9045.70	1174	0	200
2020.01.15	01:00:00	9044.97	9046.09	9012.49	9013.73	1918	0	300
2020.01.15	02:00:00	9013.98	9027.06	9008.88	9018.60	2116	0	300
2020.01.15	03:00:00	9018.48	9039.41	9017.98	9031.32	2538	0	300
2020.01.15	04:00:00	9031.45	9033.45	9012.66	9016.90	2847	0	300
2020.01.15	05:00:00	9016.65	9021.77	9010.90	9018.91	1188	0	300
2020.01.15	06:00:00	9018.91	9022.42	9016.30	9021.05	785	0	300
2020.01.15	07:00:00	9021.18	9027.42	9014.96	9024.94	1473	0	300
2020.01.15	08:00:00	9025.06	9032.21	9022.45	9028.94	1381	0	300
2020.01.15	09:00:00	9029.19	9039.55	9027.33	9035.70	1672	0	300
2020.01.15	10:00:00	9035.45	9042.27	9025.16	9031.21	3364	0	300
2020.01.15	11:00:00	9031.34	9034.99	9026.31	9033.01	2031	0	300
2020.01.15	12:00:00	9033.01	9041.41	9032.88	9037.51	1413	0	300
2020.01.15	13:00:00	9037.51	9045.26	9035.08	9042.52	1526	0	300
2020.01.15	14:00:00	9042.52	9056.74	9039.30	9054.01	2113	0	300
2020.01.15	15:00:00	9054.13	9055.83	9027.17	9029.44	3237	0	300
2020.01.15	16:00:00	9029.19	9070.41	9026.68	9067.71	5267	0	200
2020.01.15	17:00:00	9068.96	9079.15	9056.47	9077.96	5317	0	200
2020.01.15	18:00:00	9077.73	9077.98	9054.04	9060.36	4755	0	200
2020.01.15	19:00:00	9060.86	9072.71	9047.39	9049.43	4394	0	200
2020.01.15	20:00:00	9049.68	9054.08	9027.66	9036.32	4894	0	200
2020.01.15	21:00:00	9036.82	9058.05	9033.04	9044.61	3366	0	200
2020.01.15	22:00:00	9045.11	9045.74	9007.25	9036.95	5609	0	200
2020.01.15	23:00:00	9036.44	9045.55	9036.07	9044.80	1199	0	250
2020.01.16	01:00:00	9046.33	9066.13	9046.33	9057.18	1497	0	300
2020.01.16	02:00:00	9057.43	9059.31	9050.71	9050.74	1627	0	300
2020.01.16	03:00:00	9051.24	9057.47	9047.26	9055.74	2001	0	300
2020.01.16	04:00:00	9055.74	9059.09	9049.78	9054.27	1471	0	300
2020.01.16	05:00:00	9054.39	9054.52	9047.80	9052.30	908	0	300
2020.01.16	06:00:00	9052.55	9058.54	9051.91	9058.05	544	0	300
2020.01.16	07:00:00	9058.05	9066.04	9057.41	9065.04	953	0	300
2020.01.16	08:00:00	9065.29	9066.91	9060.94	9066.91	859	0	300
2020.01.16	09:00:00	9066.79	9067.17	9061.86	9064.84	984	0	300
2020.01.16	10:00:00	9065.34	9093.28	9064.84	9084.91	2888	0	300
2020.01.16	11:00:00	9085.04	9087.28	9071.46	9074.65	2242	0	300
2020.01.16	12:00:00	9074.65	9083.77	9070.71	9081.64	1809	0	300
2020.01.16	13:00:00	9081.89	9083.88	9071.74	9081.71	1666	0	300
2020.01.16	14:00:00	9081.59	9085.67	9073.22	9074.36	1479	0	300
2020.01.16	15:00:00	9074.11	9083.10	9073.38	9078.20	2239	0	300
2020.01.16	16:00:00	9078.08	9102.87	9073.16	9094.10	4592	0	200
2020.01.16	17:00:00	9092.61	9105.10	9074.84	9077.79	5562	0	200
2020.01.16	18:00:00	9078.78	9087.42	9062.14	9080.58	4438	0	200
2020.01.16	19:00:00	9080.83	9085.19	9076.59	9079.30	2730	0	200
2020.01.16	20:00:00	9079.18	9093.35	9075.03	9092.54	2532	0	200
2020.01.16	21:00:00	9092.54	9098.87	9089.35	9091.63	2225	0	200
2020.01.16	22:00:00	9091.51	9125.28	9089.26	9124.25	3407	0	200
2020.01.16	23:00:00	9122.63	9126.24	9118.64	9123.80	1396	0	250
2020.01.17	01:00:00	9124.29	9143.23	9119.80	9131.41	1502	0	300
2020.01.17	02:00:00	9131.53	9134.22	9128.17	9131.24	1436	0	300
2020.01.17	03:00:00	9131.12	9131.49	9122.04	9125.04	2093	0	300
2020.01.17	04:00:00	9129.52	9134.51	9123.68	9127.30	1807	0	300
2020.01.17	05:00:00	9127.30	9129.55	9122.94	9125.33	1077	0	300
2020.01.17	06:00:00	9125.33	9126.57	9121.36	9121.36	498	0	300
2020.01.17	07:00:00	9121.61	9126.87	9120.36	9125.13	788	0	300
2020.01.17	08:00:00	9125.13	9127.39	9121.76	9125.53	838	0	300
2020.01.17	09:00:00	9125.41	9133.18	9125.41	9132.44	1092	0	300
2020.01.17	10:00:00	9132.44	9149.43	9130.77	9142.38	2244	0	300
2020.01.17	11:00:00	9142.14	9152.04	9138.67	9149.61	1573	0	300
2020.01.17	12:00:00	9149.36	9158.25	9148.38	9155.04	1497	0	300
2020.01.17	13:00:00	9154.79	9158.25	9151.19	9156.89	1094	0	300
2020.01.17	14:00:00	9156.64	9156.64	9147.71	9150.82	1363	0	300
2020.01.17	15:00:00	9150.95	9167.70	9149.63	9159.47	2260	0	300
2020.01.17	16:00:00	9159.72	9171.98	9126.47	9145.69	5060	0	200
2020.01.17	17:00:00	9144.83	9151.91	9132.46	9135.52	5035	0	200
2020.01.17	18:00:00	9135.52	9142.54	9117.63	9134.06	4208	0	200
2020.01.17	19:00:00	9134.31	9145.14	9130.13	9134.05	2623	0	200
2020.01.17	20:00:00	9133.93	9148.30	9133.80	9146.11	2349	0	200
2020.01.17	21:00:00	9145.86	9149.75	9139.43	9146.66	2080	0	200
2020.01.17	22:00:00	9146.91	9176.03	9134.61	9169.35	3701	0	200
2020.01.17	23:00:00	9168.11	9169.60	9159.76	9160.26	822	0	250
2020.01.20	01:00:00	9161.79	9172.40	9156.43	9172.15	1443	0	300
2020.01.20	02:00:00	9172.40	9174.40	9163.94	9169.55	1434	0	300
2020.01.20	03:00:00	9169.43	9171.80	9165.94	9168.70	1969	0	300
2020.01.20	04:00:00	9168.70	9168.96	9164.73	9166.85	1245	0	300
2020.01.20	05:00:00	9166.73	9168.98	9166.48	9167.62	581	0	300
2020.01.20	06:00:00	9167.74	9168.99	9166.52	9166.77	268	0	300
2020.01.20	07:00:00	9167.02	9168.27	9163.80	9164.92	738	0	300
2020.01.20	08:00:00	9164.92	9168.55	9164.05	9167.31	701	0	300
2020.01.20	09:00:00	9167.06	9167.93	9154.62	9156.61	1308	0	300
2020.01.20	10:00:00	9156.61	9157.87	9148.04	9150.13	2159	0	300
2020.01.20	11:00:00	9150.25	9157.90	9146.92	9153.93	1388	0	300
2020.01.20	12:00:00	9153.93	9154.18	9148.60	9149.34	856	0	300
2020.01.20	13:00:00	9149.22	9159.07	9149.10	9158.70	927	0	300
2020.01.20	14:00:00	9158.70	9159.70	9154.10	9154.60	983	0	300
2020.01.20	15:00:00	9154.47	9156.33	9150.15	9152.75	975	0	300
2020.01.20	16:00:00	9153.00	9160.63	9150.49	9159.38	1349	0	200
2020.01.20	17:00:00	9159.38	9159.88	9149.63	9156.88	1098	0	200
2020.01.20	18:00:00	9156.88	9162.00	9153.00	9161.13	972	0	200
2020.01.20	19:00:00	9160.88	9165.13	9160.63	9163.13	505	0	200
2020.01.21	01:00:00	9163.13	9166.25	9156.13	9157.50	777	0	300
2020.01.21	02:00:00	9157.63	9160.38	9155.38	9157.38	849	0	300
2020.01.21	03:00:00	9157.25	9157.63	9118.00	9122.38	3905	0	300
2020.01.21	04:00:00	9122.38	9127.88	9108.63	9116.50	2513	0	300
2020.01.21	05:00:00	9116.50	9121.63	9113.50	9113.63	1981	0	300
2020.01.21	06:00:00	9113.75	9119.13	9111.13	9115.88	1051	0	300
2020.01.21	07:00:00	9116.00	9120.00	9113.13	9115.00	1336	0	300
2020.01.21	08:00:00	9115.00	9119.63	9105.13	9109.63	1704	0	300
2020.01.21	09:00:00	9109.13	9130.13	9106.38	9125.38	2715	0	300
2020.01.21	10:00:00	9125.50	9126.19	9102.13	9118.63	4534	0	300
2020.01.21	11:00:00	9119.25	9122.38	9107.25	9115.38	2391	0	300
2020.01.21	12:00:00	9115.76	9119.01	9111.63	9118.33	1807	0	300
2020.01.21	13:00:00	9118.46	9125.88	9114.25	9125.13	1750	0	300
2020.01.21	14:00:00	9125.25	9130.75	9124.44	9129.50	1478	0	300
2020.01.21	15:00:00	9129.00	9135.13	9125.40	9129.38	2074	0	300
2020.01.21	16:00:00	9129.38	9165.11	9129.38	9160.39	4450	0	200
2020.01.21	17:00:00	9158.65	9170.79	9149.45	9157.03	4986	0	200
2020.01.21	18:00:00	9156.78	9187.20	9154.58	9180.46	3877	0	200
2020.01.21	19:00:00	9180.23	9183.21	9175.25	9178.23	2543	0	200
2020.01.21	20:00:00	9178.23	9183.26	9141.32	9144.70	4578	0	200
2020.01.21	21:00:00	9143.95	9161.16	9139.71	9159.58	4941	0	200
2020.01.21	22:00:00	9159.58	9178.53	9158.03	9167.37	4624	0	200
2020.01.21	23:00:00	9166.12	9177.84	9152.80	9161.50	1825	0	250
2020.01.22	01:00:00	9168.16	9170.91	9161.32	9165.07	1302	0	300
2020.01.22	02:00:00	9165.44	9177.27	9164.57	9174.30	1502	0	300
2020.01.22	03:00:00	9174.30	9182.53	9171.81	9174.57	2440	0	300
2020.01.22	04:00:00	9174.57	9219.06	9174.57	9212.59	3141	0	300
2020.01.22	05:00:00	9212.71	9221.08	9207.98	9211.98	2358	0	300
2020.01.22	06:00:00	9211.86	9216.49	9211.24	9214.75	781	0	300
2020.01.22	07:00:00	9214.62	9220.74	9213.52	9217.38	1506	0	300
2020.01.22	08:00:00	9217.76	9222.74	9216.52	9218.75	1387	0	300
2020.01.22	09:00:00	9219.63	9220.33	9214.80	9216.78	1371	0	300
2020.01.22	10:00:00	9216.29	9222.80	9209.20	9210.33	2662	0	300
2020.01.22	11:00:00	9210.33	9217.38	9203.38	9210.93	2504	0	300
2020.01.22	12:00:00	9211.05	9218.61	9207.81	9214.86	1507	0	300
2020.01.22	13:00:00	9214.48	9220.84	9211.65	9219.24	1264	0	300
2020.01.22	14:00:00	9219.12	9226.88	9219.12	9220.60	1065	0	300
2020.01.22	15:00:00	9220.35	9222.41	9210.65	9213.45	1662	0	300
2020.01.22	16:00:00	9212.95	9231.12	9199.38	9226.40	4373	0	200
2020.01.22	17:00:00	9226.90	9241.56	9213.77	9225.63	4700	0	200
2020.01.22	18:00:00	9225.38	9228.63	9206.77	9219.29	4061	0	200
2020.01.22	19:00:00	9219.04	9228.06	9207.85	9227.79	3591	0	200
2020.01.22	20:00:00	9227.79	9234.08	9215.90	9215.90	2816	0	200
2020.01.22	21:00:00	9215.65	9224.17	9210.09	9215.45	2904	0	200
2020.01.22	22:00:00	9215.45	9215.70	9177.31	9188.22	5276	0	200
2020.01.22	23:00:00	9186.98	9193.58	9168.06	9175.20	2069	0	250
2020.01.23	01:00:00	9176.43	9184.53	9164.73	9169.10	1952	0	300
2020.01.23	02:00:00	9169.48	9182.81	9165.13	9178.47	3210	0	300
2020.01.23	03:00:00	9178.72	9190.45	9172.64	9189.33	3314	0	300
2020.01.23	04:00:00	9189.58	9195.82	9183.12	9186.86	2344	0	300
2020.01.23	05:00:00	9186.74	9189.50	9170.07	9171.69	1918	0	300
2020.01.23	06:00:00	9171.94	9182.92	9169.46	9175.69	1127	0	300
2020.01.23	07:00:00	9175.94	9175.95	9161.25	9162.76	3023	0	300
2020.01.23	08:00:00	9163.01	9170.61	9161.76	9166.52	2125	0	300
2020.01.23	09:00:00	9166.39	9191.72	9165.02	9187.24	2966	0	300
2020.01.23	10:00:00	9186.74	9191.67	9175.61	9182.72	3643	0	300
2020.01.23	11:00:00	9182.59	9186.54	9176.93	9181.36	2332	0	300
2020.01.23	12:00:00	9181.36	9194.48	9180.46	9192.73	1450	0	300
2020.01.23	13:00:00	9192.61	9195.74	9185.09	9190.75	1369	0	300
2020.01.23	14:00:00	9191.13	9197.80	9178.52	9182.10	2116	0	300
2020.01.23	15:00:00	9182.23	9190.49	9172.47	9176.90	3447	0	300
2020.01.23	16:00:00	9177.39	9188.76	9140.04	9177.26	6244	0	200
